time,gain
0.01,71.86
0.11,71.25
0.211,67.31
0.311,68.62
0.412,70.18
0.512,69.5
0.614,68.6
0.714,67.76
0.815,68.72
0.915,69.12
1.016,68.81
1.116,71.53
1.217,68.98
1.318,69.16
1.423,70.65
1.524,68.36
1.624,70.6
1.725,72.8
1.825,74.22
1.926,74.34
2.026,73.08
2.127,72.65
2.227,73.38
2.328,72.11
2.429,71.76
2.529,72.45
2.629,72.13
2.73,73.36
2.83,72.65
2.931,73.06
3.031,72.09
3.132,73.03
3.232,72.96
3.333,73.59
3.438,73.86
3.539,74.11
3.639,71.83
3.74,72.1
3.84,72.87
3.941,73.15
4.042,73.24
4.142,71.74
4.243,73.3
4.344,73.99
4.445,74.66
4.545,74.06
4.646,72.63
4.747,73.33
4.847,73.95
4.948,71.79
5.048,73.21
5.149,75.01
5.25,74.92
5.35,73.58
5.451,72.88
5.551,72.42
5.652,79.03
5.753,73.42
5.853,72.31
5.954,70.82
6.055,72.83
6.156,72.5
6.256,72.86
6.358,73.02
6.458,72.45
6.559,71.13
6.661,69.46
6.761,69.3
6.863,70.4
6.963,68.74
7.064,71.27
7.165,73.22
7.266,73.25
7.367,72.44
7.47,72.75
7.57,72.15
7.671,71.81
7.772,72.85
7.873,74.56
7.974,72.19
8.075,71.84
8.175,69.95
8.277,70.73
8.379,70.75
8.479,70.42
8.58,71.15
8.681,72.21
8.782,70.98
8.882,71.14
8.983,72.01
9.083,72.74
9.184,68.69
9.285,73.97
9.385,74.66
9.486,73.41
9.586,72.4
9.687,71.84
9.787,71.84
9.889,66.91
9.991,65.47
10.093,74.55
10.194,74.55
10.297,58
10.398,73.81
10.499,72.06
10.6,73.94
10.701,71.81
10.802,71.81
10.903,72.27
11.007,66.85
11.108,73.4
11.209,72.65
11.311,69.88
11.413,69.88
11.514,70.15
11.614,70.15
11.716,62.79
11.818,63.47
11.92,64.26
12.023,56.13
12.125,56.13
12.225,74.8
12.326,74.8
12.426,72.54
12.528,72.54
12.629,71.71
12.731,62.57
12.834,65.18
12.935,65.45
13.036,70.9
13.136,71.43
13.238,71.43
13.339,62.06
13.442,54.09
13.544,72.86
13.645,72.86
13.748,55.02
13.85,55.02
13.95,72.78
14.052,72.21
14.154,73
14.256,68.65
14.358,65.57
14.459,71.39
14.561,71.39
14.662,64.32
14.766,54.78
14.867,70.81
14.968,70.81
15.069,61.12
15.172,54.13
15.273,54.13
15.375,64.16
15.476,73.35
15.579,74.15
15.68,73.46
15.781,73.46
15.881,72.93
15.983,72.93
16.086,73.89
16.187,73.89
16.288,75.35
16.389,65.93
16.49,58.94
16.593,76.02
16.695,76.02
16.798,67.53
16.898,76.34
17,68.15
17.103,58.92
17.204,58.92
