time,Gain
2025-01-29T13:01:54.530Z,63.4
2025-01-29T13:01:54.613Z,66.0
2025-01-29T13:01:54.721Z,67.5
2025-01-29T13:01:54.829Z,72.3
2025-01-29T13:01:54.913Z,70.1
2025-01-29T13:01:55.020Z,65.1
2025-01-29T13:01:55.126Z,67.8
2025-01-29T13:01:55.233Z,68.6
2025-01-29T13:01:55.316Z,66.9
2025-01-29T13:01:55.424Z,69.5
2025-01-29T13:01:55.532Z,64.9
2025-01-29T13:01:55.617Z,59.6
2025-01-29T13:01:55.724Z,64.6
2025-01-29T13:01:55.830Z,62.6
2025-01-29T13:01:55.916Z,68.0
2025-01-29T13:01:56.022Z,67.7
2025-01-29T13:01:56.129Z,62.1
2025-01-29T13:01:56.214Z,62.8
2025-01-29T13:01:56.321Z,63.3
2025-01-29T13:01:56.428Z,60.7
2025-01-29T13:01:56.511Z,61.9
2025-01-29T13:01:56.620Z,67.4
2025-01-29T13:01:56.726Z,67.0
2025-01-29T13:01:56.833Z,64.1
2025-01-29T13:01:56.918Z,65.7
2025-01-29T13:01:57.025Z,66.2
2025-01-29T13:01:57.131Z,62.3
2025-01-29T13:01:57.217Z,68.3
2025-01-29T13:01:57.323Z,72.4
2025-01-29T13:01:57.430Z,80.9
2025-01-29T13:01:57.514Z,65.5
2025-01-29T13:01:57.622Z,76.1
2025-01-29T13:01:57.729Z,69.1
2025-01-29T13:01:57.814Z,66.4
2025-01-29T13:01:57.921Z,65.8
2025-01-29T13:01:58.028Z,69.5
2025-01-29T13:01:58.112Z,68.5
2025-01-29T13:01:58.220Z,61.5
2025-01-29T13:01:58.326Z,60.3
2025-01-29T13:01:58.433Z,66.4
2025-01-29T13:01:58.521Z,74.6
2025-01-29T13:01:58.625Z,79.1
2025-01-29T13:01:58.731Z,78.2
2025-01-29T13:01:58.816Z,70.6
2025-01-29T13:01:58.923Z,74.7
2025-01-29T13:01:59.030Z,72.7
2025-01-29T13:01:59.115Z,64.2
2025-01-29T13:01:59.222Z,79.8
2025-01-29T13:01:59.329Z,68.5
2025-01-29T13:01:59.413Z,64.9
2025-01-29T13:01:59.521Z,64.6
2025-01-29T13:01:59.627Z,68.4
2025-01-29T13:01:59.712Z,66.4
2025-01-29T13:01:59.818Z,65.8
2025-01-29T13:01:59.924Z,57.6
2025-01-29T13:02:00.031Z,69.1
2025-01-29T13:02:00.118Z,81.5
2025-01-29T13:02:00.225Z,68.8
2025-01-29T13:02:00.332Z,66.6
2025-01-29T13:02:00.416Z,81.0
2025-01-29T13:02:00.524Z,69.6
2025-01-29T13:02:00.629Z,68.5
2025-01-29T13:02:00.714Z,62.4
2025-01-29T13:02:00.821Z,67.9
2025-01-29T13:02:00.928Z,62.4
2025-01-29T13:02:01.013Z,69.9
2025-01-29T13:02:01.120Z,77.5
2025-01-29T13:02:01.227Z,64.9
2025-01-29T13:02:01.311Z,66.3
2025-01-29T13:02:01.419Z,58.4
2025-01-29T13:02:01.525Z,71.9
2025-01-29T13:02:01.631Z,70.2
2025-01-29T13:02:01.716Z,70.8
2025-01-29T13:02:01.824Z,60.8
2025-01-29T13:02:01.931Z,59.0
2025-01-29T13:02:02.015Z,63.1
2025-01-29T13:02:02.122Z,73.4
2025-01-29T13:02:02.229Z,61.5
2025-01-29T13:02:02.314Z,67.0
2025-01-29T13:02:02.421Z,75.6
2025-01-29T13:02:02.528Z,60.9
2025-01-29T13:02:02.612Z,64.8
2025-01-29T13:02:02.719Z,72.5
2025-01-29T13:02:02.826Z,63.1
2025-01-29T13:02:02.911Z,74.2
2025-01-29T13:02:03.018Z,71.1
2025-01-29T13:02:03.124Z,69.2
2025-01-29T13:02:03.230Z,64.9
2025-01-29T13:02:03.315Z,70.5
2025-01-29T13:02:03.422Z,59.0
2025-01-29T13:02:03.529Z,65.4
2025-01-29T13:02:03.614Z,77.6
2025-01-29T13:02:03.721Z,77.1
2025-01-29T13:02:03.828Z,71.8
2025-01-29T13:02:03.913Z,63.7
2025-01-29T13:02:04.020Z,63.3
2025-01-29T13:02:04.127Z,65.8
2025-01-29T13:02:04.212Z,62.4
2025-01-29T13:02:04.319Z,63.6
2025-01-29T13:02:04.426Z,63.5
2025-01-29T13:02:04.511Z,68.4
2025-01-29T13:02:04.617Z,70.6
2025-01-29T13:02:04.724Z,66.0
2025-01-29T13:02:04.831Z,64.1
2025-01-29T13:02:04.916Z,62.8
2025-01-29T13:02:05.023Z,64.5
2025-01-29T13:02:05.130Z,60.2
2025-01-29T13:02:05.214Z,65.4
2025-01-29T13:02:05.321Z,63.0
2025-01-29T13:02:05.428Z,61.4
2025-01-29T13:02:05.513Z,59.0
2025-01-29T13:02:05.620Z,61.2
2025-01-29T13:02:05.727Z,59.7
2025-01-29T13:02:05.816Z,78.7
2025-01-29T13:02:05.919Z,69.0
2025-01-29T13:02:06.025Z,69.6
2025-01-29T13:02:06.111Z,63.3
2025-01-29T13:02:06.217Z,74.6
2025-01-29T13:02:06.324Z,72.7
2025-01-29T13:02:06.431Z,72.9
2025-01-29T13:02:06.516Z,62.2
2025-01-29T13:02:06.623Z,59.9
2025-01-29T13:02:06.729Z,63.5
2025-01-29T13:02:06.814Z,65.9
2025-01-29T13:02:06.921Z,64.0
2025-01-29T13:02:07.028Z,72.2
2025-01-29T13:02:07.113Z,65.3
2025-01-29T13:02:07.220Z,73.0
2025-01-29T13:02:07.327Z,68.9
2025-01-29T13:02:07.412Z,72.6
2025-01-29T13:02:07.519Z,64.0
2025-01-29T13:02:07.625Z,73.5
2025-01-29T13:02:07.710Z,64.8
2025-01-29T13:02:07.817Z,68.8
2025-01-29T13:02:07.924Z,64.1
2025-01-29T13:02:08.030Z,67.4
2025-01-29T13:02:08.116Z,65.6
2025-01-29T13:02:08.222Z,75.6
2025-01-29T13:02:08.329Z,74.1
2025-01-29T13:02:08.414Z,69.0
2025-01-29T13:02:08.521Z,71.9
2025-01-29T13:02:08.628Z,66.8
2025-01-29T13:02:08.713Z,66.6
2025-01-29T13:02:08.820Z,72.8
2025-01-29T13:02:08.926Z,60.3
2025-01-29T13:02:09.012Z,78.8
2025-01-29T13:02:09.118Z,64.7
2025-01-29T13:02:09.225Z,70.7
2025-01-29T13:02:09.310Z,69.7
2025-01-29T13:02:09.417Z,73.1
2025-01-29T13:02:09.524Z,72.2
2025-01-29T13:02:09.630Z,63.4
2025-01-29T13:02:09.716Z,61.1
2025-01-29T13:02:09.822Z,73.9
