time,Gain
2025-01-31T08:47:00.576Z,66.5
2025-01-31T08:47:00.671Z,65.2
2025-01-31T08:47:00.772Z,67.4
2025-01-31T08:47:00.874Z,67.9
2025-01-31T08:47:00.970Z,66.4
2025-01-31T08:47:01.071Z,67.8
2025-01-31T08:47:01.172Z,67.6
2025-01-31T08:47:01.274Z,68.6
2025-01-31T08:47:01.370Z,69.7
2025-01-31T08:47:01.471Z,70.9
2025-01-31T08:47:01.573Z,67.1
2025-01-31T08:47:01.674Z,70.8
2025-01-31T08:47:01.770Z,70.5
2025-01-31T08:47:01.871Z,69.8
2025-01-31T08:47:01.973Z,69.7
2025-01-31T08:47:02.074Z,66.9
2025-01-31T08:47:02.170Z,71.0
2025-01-31T08:47:02.271Z,70.0
2025-01-31T08:47:02.373Z,69.5
2025-01-31T08:47:02.474Z,67.4
2025-01-31T08:47:02.570Z,69.0
2025-01-31T08:47:02.671Z,73.2
2025-01-31T08:47:02.773Z,67.3
2025-01-31T08:47:02.874Z,70.4
2025-01-31T08:47:02.970Z,71.8
2025-01-31T08:47:03.072Z,69.7
2025-01-31T08:47:03.173Z,69.8
2025-01-31T08:47:03.274Z,68.2
2025-01-31T08:47:03.370Z,68.4
2025-01-31T08:47:03.471Z,67.6
2025-01-31T08:47:03.573Z,72.0
2025-01-31T08:47:03.674Z,73.0
2025-01-31T08:47:03.770Z,70.1
2025-01-31T08:47:03.871Z,68.7
2025-01-31T08:47:03.973Z,69.8
2025-01-31T08:47:04.074Z,66.8
2025-01-31T08:47:04.170Z,69.9
2025-01-31T08:47:04.271Z,65.2
2025-01-31T08:47:04.373Z,68.0
2025-01-31T08:47:04.474Z,67.3
2025-01-31T08:47:04.570Z,64.3
2025-01-31T08:47:04.671Z,65.6
2025-01-31T08:47:04.773Z,63.6
2025-01-31T08:47:04.874Z,65.6
2025-01-31T08:47:04.970Z,67.9
2025-01-31T08:47:05.072Z,66.4
2025-01-31T08:47:05.173Z,68.5
2025-01-31T08:47:05.274Z,66.0
2025-01-31T08:47:05.370Z,63.5
2025-01-31T08:47:05.471Z,64.4
2025-01-31T08:47:05.573Z,66.1
2025-01-31T08:47:05.674Z,66.6
2025-01-31T08:47:05.770Z,66.8
2025-01-31T08:47:05.872Z,61.2
2025-01-31T08:47:05.973Z,66.6
2025-01-31T08:47:06.074Z,61.3
2025-01-31T08:47:06.170Z,66.1
2025-01-31T08:47:06.271Z,62.3
2025-01-31T08:47:06.373Z,63.0
2025-01-31T08:47:06.475Z,61.4
2025-01-31T08:47:06.570Z,63.2
2025-01-31T08:47:06.671Z,62.2
2025-01-31T08:47:06.773Z,63.0
2025-01-31T08:47:06.875Z,64.0
2025-01-31T08:47:06.970Z,64.9
2025-01-31T08:47:07.072Z,62.3
2025-01-31T08:47:07.173Z,62.8
2025-01-31T08:47:07.274Z,63.7
2025-01-31T08:47:07.370Z,62.3
2025-01-31T08:47:07.472Z,61.1
2025-01-31T08:47:07.573Z,63.9
2025-01-31T08:47:07.674Z,65.5
2025-01-31T08:47:07.770Z,65.4
2025-01-31T08:47:07.871Z,63.8
2025-01-31T08:47:07.973Z,64.7
2025-01-31T08:47:08.074Z,63.5
2025-01-31T08:47:08.170Z,66.2
2025-01-31T08:47:08.272Z,62.9
2025-01-31T08:47:08.373Z,63.6
2025-01-31T08:47:08.474Z,63.8
2025-01-31T08:47:08.570Z,63.6
2025-01-31T08:47:08.671Z,64.0
2025-01-31T08:47:08.773Z,63.4
2025-01-31T08:47:08.874Z,63.1
2025-01-31T08:47:08.970Z,64.2
2025-01-31T08:47:09.072Z,66.1
2025-01-31T08:47:09.173Z,62.2
2025-01-31T08:47:09.274Z,64.5
2025-01-31T08:47:09.370Z,64.4
2025-01-31T08:47:09.471Z,66.7
2025-01-31T08:47:09.573Z,62.5
2025-01-31T08:47:09.674Z,62.9
2025-01-31T08:47:09.770Z,65.4
2025-01-31T08:47:09.871Z,63.1
2025-01-31T08:47:09.973Z,64.2
2025-01-31T08:47:10.074Z,65.4
2025-01-31T08:47:10.170Z,65.1
2025-01-31T08:47:10.271Z,61.8
2025-01-31T08:47:10.373Z,62.2
2025-01-31T08:47:10.474Z,65.0
2025-01-31T08:47:10.570Z,66.2
2025-01-31T08:47:10.671Z,66.0
2025-01-31T08:47:10.772Z,66.4
2025-01-31T08:47:10.874Z,63.9
2025-01-31T08:47:10.970Z,64.4
2025-01-31T08:47:11.072Z,65.9
2025-01-31T08:47:11.172Z,66.0
2025-01-31T08:47:11.274Z,65.0
2025-01-31T08:47:11.370Z,64.8
2025-01-31T08:47:11.471Z,67.7
2025-01-31T08:47:11.573Z,66.6
2025-01-31T08:47:11.674Z,67.5
2025-01-31T08:47:11.770Z,67.6
2025-01-31T08:47:11.871Z,66.1
2025-01-31T08:47:11.973Z,63.8
2025-01-31T08:47:12.074Z,66.3
2025-01-31T08:47:12.170Z,69.9
2025-01-31T08:47:12.271Z,68.2
2025-01-31T08:47:12.373Z,70.0
2025-01-31T08:47:12.474Z,66.4
2025-01-31T08:47:12.570Z,67.4
2025-01-31T08:47:12.671Z,70.0
2025-01-31T08:47:12.772Z,67.1
2025-01-31T08:47:12.874Z,68.2
2025-01-31T08:47:12.970Z,68.0
2025-01-31T08:47:13.072Z,63.8
2025-01-31T08:47:13.172Z,64.8
2025-01-31T08:47:13.274Z,64.9
2025-01-31T08:47:13.370Z,66.7
2025-01-31T08:47:13.471Z,66.1
2025-01-31T08:47:13.573Z,64.7
2025-01-31T08:47:13.674Z,66.3
2025-01-31T08:47:13.775Z,63.9
2025-01-31T08:47:13.871Z,68.7
2025-01-31T08:47:13.973Z,66.9
2025-01-31T08:47:14.074Z,63.8
2025-01-31T08:47:14.170Z,65.5
2025-01-31T08:47:14.271Z,64.6
2025-01-31T08:47:14.373Z,66.9
2025-01-31T08:47:14.474Z,65.5
2025-01-31T08:47:14.570Z,68.0
2025-01-31T08:47:14.671Z,65.0
2025-01-31T08:47:14.773Z,66.2
2025-01-31T08:47:14.874Z,65.2
2025-01-31T08:47:14.970Z,63.2
2025-01-31T08:47:15.071Z,63.1
2025-01-31T08:47:15.173Z,64.1
2025-01-31T08:47:15.274Z,64.1
2025-01-31T08:47:15.370Z,65.7
2025-01-31T08:47:15.471Z,63.7
2025-01-31T08:47:15.572Z,63.6
2025-01-31T08:47:15.674Z,62.9
2025-01-31T08:47:15.770Z,63.1
2025-01-31T08:47:15.871Z,61.9
2025-01-31T08:47:15.973Z,62.4
2025-01-31T08:47:16.074Z,66.0
2025-01-31T08:47:16.170Z,64.6
2025-01-31T08:47:16.271Z,63.3
2025-01-31T08:47:16.373Z,63.9
2025-01-31T08:47:16.474Z,63.4
2025-01-31T08:47:16.570Z,65.2
2025-01-31T08:47:16.671Z,62.4
2025-01-31T08:47:16.773Z,64.4
2025-01-31T08:47:16.874Z,61.9
2025-01-31T08:47:16.970Z,61.1
2025-01-31T08:47:17.071Z,63.3
2025-01-31T08:47:17.172Z,63.0
2025-01-31T08:47:17.274Z,66.7
2025-01-31T08:47:17.370Z,66.1
2025-01-31T08:47:17.471Z,66.6
2025-01-31T08:47:17.573Z,65.3
2025-01-31T08:47:17.674Z,61.1
2025-01-31T08:47:17.770Z,64.9
2025-01-31T08:47:17.871Z,62.8
2025-01-31T08:47:17.973Z,65.3
2025-01-31T08:47:18.074Z,66.5
2025-01-31T08:47:18.170Z,61.4
2025-01-31T08:47:18.271Z,64.3
2025-01-31T08:47:18.372Z,61.8
2025-01-31T08:47:18.474Z,62.3
2025-01-31T08:47:18.570Z,63.7
2025-01-31T08:47:18.671Z,62.7
2025-01-31T08:47:18.772Z,67.2
2025-01-31T08:47:18.874Z,68.9
2025-01-31T08:47:18.970Z,66.0
2025-01-31T08:47:19.071Z,64.0
2025-01-31T08:47:19.172Z,62.9
2025-01-31T08:47:19.274Z,65.5
2025-01-31T08:47:19.369Z,59.2
2025-01-31T08:47:19.471Z,63.4
2025-01-31T08:47:19.572Z,64.0
2025-01-31T08:47:19.673Z,60.3
2025-01-31T08:47:19.770Z,59.3
2025-01-31T08:47:19.871Z,63.3
2025-01-31T08:47:19.972Z,61.9
2025-01-31T08:47:20.074Z,62.7
2025-01-31T08:47:20.169Z,62.9
2025-01-31T08:47:20.271Z,63.0
2025-01-31T08:47:20.372Z,64.5
2025-01-31T08:47:20.474Z,60.0
2025-01-31T08:47:20.570Z,59.4
