,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
thursday,front_gate,evening,71.85294,74.44,73.36599,60.84599,65.80199,69.66599,70.548,68.24999,62.55199,64.14399,59.914,58.47999,61.796,60.818,68.38799,69.88599,63.82599,63.14399,68.198,62.28199,61.38799,63.87599,67.59399,60.61799,64.668,61.45399,57.116,63.42799,61.502,62.23399,66.30199,66.13999,68.526,69.33599,65.94999,66.542,67.44599,69.49399,67.34999,66.124,68.844,68.84399,77.45999,71.016,67.26,69.724,63.324,76.626,67.822,65.536,67.212,66.92599,66.45799,66.15599,62.044,60.626,61.762,58.52199,61.282,63.586,64.07999,67.634,70.08399,62.634,60.182,77.11599,71.38199,65.03399,66.74399,63.24,67.194,72,65.41399,69.23199,67.36399,65.418,64.5,68.486,75.752,77.75399,76.83799,76.486,76.26799,78.566,79.014,74.404,72.99199,75.614,77.792,79.414,76.056,70.40999,78.25399,72.05,70.822,76.536,74.682,72.208,69.728,69.492,74.76399,76.46999,86.728,82.54599,74.858,84.14399,77.292,80.19399,73.324,69.536,69.78,66.11999,70.938,77.04399,76.208,71.33399,67.73399,69,73.28799,81.38599,77.894,79.386,83.988,80.62399,83.376,80.902,80.91,80.60999,79.34999,79.232,78.88399,82.082,80.76,77.59399,76.892,85.202,84.46999,83.748,88.572,85.33,83.09199,86.03399,79.804,86.33599,85.04,78.81,79.61199,77.49799,81.844,77.888
thursday,front_gate,morning,79.25294,81.83999,80.76599,68.24599,73.202,77.066,77.94799,75.65,69.95199,71.544,67.31399,65.87999,69.19599,68.21799,75.788,77.286,71.22599,70.544,75.59799,69.682,68.78799,71.276,74.99399,68.01799,72.06799,68.85399,64.516,70.828,68.902,69.634,73.702,73.54,75.926,76.73599,73.34999,73.94199,74.846,76.89399,74.75,73.52399,76.24399,76.24399,84.85999,78.41599,74.65999,77.12399,70.72399,84.02599,75.22199,72.93599,74.612,74.326,73.858,73.556,69.444,68.02599,69.162,65.92199,68.68199,70.98599,71.48,75.03399,77.48399,70.03399,67.58199,84.51599,78.782,72.43399,74.144,70.64,74.59399,79.4,72.814,76.63199,74.76399,72.818,71.89999,75.886,68.34,68.15399,67.23799,66.88599,66.668,68.966,69.414,64.80399,63.39199,66.014,68.19199,69.814,66.45599,60.80999,68.654,62.45,61.222,66.93599,65.08199,62.608,60.12799,59.89199,65.164,66.87,77.128,72.94599,65.25799,74.54399,67.692,70.594,63.72399,59.93599,60.17999,56.52,61.338,67.444,66.60799,61.73399,58.134,59.39999,63.688,71.78599,68.29399,69.786,74.388,71.02399,73.776,71.30199,71.31,71.00999,69.75,69.63199,69.284,72.48199,71.16,67.99399,67.29199,75.602,74.87,74.148,78.972,75.73,73.492,76.43399,70.20399,76.73599,75.44,69.21,70.012,67.898,72.244,68.288
thursday,nassau_st_gate,afternoon,68.53857143,74.83142857,74.72122449,73.12530612,73.65285714,74.44102041,74.9854,72.98857143,72.15,71.29387755,71.5977551,68.1428,72.18938776,75.88673469,77.52755102,75.00285714,75.6622,75.33693878,73.94102041,75.0177551,73.01693878,75.228,72.2077551,74.14,73.29979592,73.59244898,71.9656,68.68959184,71.44673469,72.23163265,74.26612245,71.8884,74.62836735,74.75979592,73.34081633,72.10020408,72.82489796,74.8596,73.07306122,72.14244898,72.64938776,70.74142857,70.4896,74.59591837,74.70714286,75.18306122,77.10897959,76.3936,77.3676,75.41938776,77.3744898,73.73163265,77.40265306,75.23265306,70.00755102,65.79571429,71.80061224,67.0026,67.73673469,63.7144898,68.29714286,69.09591837,75.50387755,71.04163265,70.421875,69.23755102,71.2912,70.12979592,71.99204082,71.45244898,72.6292,73.25367347,74.14571429,75.96897959,74.05632653,71.7222,71.42714286,72.58204082,74.44081633,71.47458333,71.25784314,75.2744,76.61938776,76.61204082,73.0758,71.92979592,75.90510204,74.14183673,73.03081633,74.147,72.76836735,74.84244898,74.50102041,75.72877551,74.7582,75.10061224,75.67489796,75.76244898,72.22285714,74.68,75.3214,74.98469388,74.76530612,73.43163265,76.8055102,74.592,74.58959184,70.9144898,73.53102041,71.5742,72.62163265,75.86244898,75.28204082,77.3636,77.08285714,73.65285714,73.33938776,72.0976,76.52,74.70714286,74.41163265,73.84122449,70.77142857,68.857,68.93693878,69.77040816,70.42714286,69.51285714,71.9794,70.00897959,70.82428571,69.3264,69.82020408,69.33411765,69.21061224,71.86571429,67.51204082,67.20857143,65.68489796,71.43877551,69.55959184,69.61755102,71.1304,71.71897959,68.4644898,73.58510204,71.07816327,67.2192,69.27714286,72.37755102
thursday,nassau_st_gate,evening,68.2824,69.9016,71.41836,67.49326,65.132,67.43265,63.45693,63.06795,61.25959,64.94519,65.31061,68.61102,66.1553,62.47632,63.11339,62.5202,61.30959,61.94224,62.77469,62.5251,61.23632,60.811,63.27775,64.49285,62.5453,67.83489,67.51879,64.86224,66.56979,67.14479,66.15779,66.17428,63.44265,60.42795,63.45019,68.12734,71.62519,72.95163,68.35519,64.17,64.82244,67.53081,66.65918,64.86679,69.04755,64.66142,66.87679,61.77163,60.67122,60.55599,57.95204,58.23632,60.45204,63.75081,65.59428,65.0368,68.20551,63.21122,64.65836,63.05632,64.09551,63.64199,64.57408,61.91061,64.06081,66.6151,66.1938,64.57693,64.64857,61.46591,61.31653,58.70551,61.61719,58.15551,59.17836,61.22938,69.71673,70.63099,67.32857,62.34551,63.59346,66.3104,63.7502,61.0182,61.96102,61.54204,60.98204,60.96571,59.6236,60.09367,58.44428,60.84367,58.81224,57.76224,59.09679,59.2304,62.09183,65.53,66.63673,67.12714,63.449,64.15734,66.56918,65.55857,61.40183,63.9754,61.73061,61.48979,62.19816,68.3751,67.6156,63.33061,63.79244,62.15081,61.03816,60.75319,63.67612,60.46265,58.6372,58.97387,62.13775,65.07244,66.41387,73.249,72.94224,72.15367,77.2698,73.33693,71.56489,69.47265,68.78714,64.88408,64.42439,63.19306,61.79061,60.95204,61.8814,64.69183,70.53039,69.66326,65.82199,61.32183,60.9251,61.57714,63.43918,64.73419,62.13224,61.92571,63.60122,63.1453
thursday,nassau_st_gate,morning,60.83333,64.03199,67.71999,69.92399,73.48399,72.532,70.50408,67.13137,64.99199,61.10199,60.84199,60.33399,58.762,58.848,57.60799,57.03199,58.086,58.88399,62.222,62.484,62.55599,63.14999,69.64,72.14,63.13599,60.598,59.398,60.48199,63.90599,66.11,73.758,74.44999,68.59199,62.044,60.65599,60.19999,59.298,60.212,61.53,60.55799,67.78799,70.46,63.036,63.48799,62.53199,69.08599,65.10599,56.946,57.394,58.088,56.5,55.43399,55.922,58.19599,57.784,61.27,62.17199,66.006,68.976,70.36999,69.95,61.274,59.71,60.352,62.674,67.468,72.45599,72.586,66.44799,62.958,60.278,60.60599,63.1,65.97599,60.26799,60.576,61.704,64.76999,64.18999,59.04199,57.61,56.37999,57.23599,57.48199,57.674,61.166,67.58999,64.60599,60.378,61.56599,64.12799,62.148,61.722,60.14999,61.63399,60.282,66.58999,68.74199,68.58199,63.34599,60.674,64.242,65.094,68.952,72.234,73.15999,70.356,69.25799,69.60599,63.90999,63.64399,62.236,60.894,60.10399,61.52999,59.362,58.032,58.2,60.59399,63.51,66.40999,63.28799,60.334,65.236,66.044,64.97999,65.018,65.88,66.576,68.114,67.42799,69.68999,68.54599,71.35999,67.992,60.186,59.39199,60.52199,62.558,67.68199,68.60399,63.262,61.5,62.548,64.7,71.17999,71.696,67.08599,64.71,63.83599
thursday,pearse_st_gate,afternoon,68.24313,64.05799,65.728,63.24999,61.31599,63.682,65.122,63.88199,67.13,73.008,71.60199,68.146,67.12999,63.74199,62.13799,63.488,62.07199,62.21399,64.532,67.70199,67.96599,67.05999,66.196,66.26,67.716,65.99199,66.61599,67.14199,68.58799,69.898,69.402,69.27999,63.36599,64.968,62.588,61.292,65.43999,67.00199,67.472,77.84399,74.338,68.57,68.09599,68.912,63.18599,59.472,59.60199,61.25599,62.52799,70.498,75.372,69.036,68.27,67.64,63.116,59.446,59.284,59.516,61.152,63.678,63.88199,63.15799,67.36599,66.78399,67.52999,69.13999,68.338,68.31,70.28799,76.70599,70.228,65.678,65.986,65.01799,64.36199,69.09799,69.88599,69.47199,69.36799,67.31399,69.322,69.35399,65.71399,61.32,61.386,60.564,60.83399,61.87599,60.40799,67.248,74.44599,67.67199,66.81999,64.52999,62.73199,62.72799,62.672,63.10799,63.56199,70.04,68.66399,68.378,66.29,68.268,70.228,74.56999,77.91999,77.74999,76.488,77.028,82.42599,74.33,69.098,67.552,64.92799,64.968,63.37,61.85199,61.96999,67.134,71.63,72.64999,68.11799,66.64799,64.52999,63.91199,65.19599,73.04799,72.264,74.62199,70.90599,68.20399,65.56599,65.30199,65.094,64.60599,64.126,62.24399,61.86199,65.94599,69.372,70.774,71.24399,64.67199,61.194,62.552,61.58599,57.986,55.77799,58.97399
thursday,pearse_st_gate,evening,67.756,66.09999,67.08163,66.19215,67.36938,68.92549,73.29591,74.09019,73.38979,70.36862,70.082,71.21999,66.406,67.65999,64.12653,67.18823,67.764,66.798,66.51,68.30599,67.44399,70.52199,72.95799,72.91999,71.94799,66.84599,66.608,68.434,67.05199,63.11599,62.252,61.682,62.57,64.53199,68.37599,74.53199,73.11599,67.488,66.954,68.91399,66.57399,64.87,64.64799,64.53199,63.786,63.47599,65.48999,67.32999,70.99599,74.37999,69.51599,64.842,60.556,58.29799,55.74399,59.568,60.198,60.98999,68.458,66.454,68.67799,70.11799,67.53399,65.00599,63.63999,62.95599,71.30399,74.16599,74.49999,70.574,68.792,65.858,70.554,72.394,69.40199,63.35999,59.96,59.55999,61.944,64.11799,67.814,70.48,66.902,69.32599,69.72199,73.898,70.178,69.62,68.13999,63.82999,63.09799,69.60799,69.86999,69.21,72.19799,71.70799,66.186,63.566,63.72,65.06599,65.686,70.816,68.93,71.21,68.12199,73.10999,71.77,70.40999,64.66999,63.09,61.736,62.70799,63.03,67.14399,69.86,71.128,69.09999,69.44799,71.992,70.304,65.94199,60.71999,61.16199,59.032,66.398,67.67199,67.374,66.778,68.914,67.04599,63.33399,60.942,60.62999,60.176,57.424,62.48599,66.53,66.77199,65.892,64.944,70.506,66.986,65.95199,68.864,64.20799,57.652,56.728,59.64399,59.86599,61.402
thursday,pearse_st_gate,morning,76.91819,75.96163,68.19459,68.76285,67.18959,71.59326,76.20816,73.45559,67.40348,74.12714,70.90795,69.14918,64.91244,67.25489,73.3398,74.50428,74.9453,71.30795,72.99551,73.12816,71.938,70.76693,66.43959,61.91387,61.56224,63.43897,70.46819,77.32897,75.10163,75.3604,70.20244,66.9844,69.15204,70.35714,74.49857,70.20081,69.00219,70.40489,73.9904,73.32122,68.03244,63.25836,61.20299,62.47367,72.73224,71.08122,65.66959,61.05285,61.50489,69.33679,70.91673,72.64775,66.34204,66.68653,75.51779,79.65938,77.27918,70.24879,69.14163,73.21061,74.56061,75.45755,74.99959,72.4222,68.07448,65.01938,60.86795,63.68285,71.8878,74.19857,72.45326,75.03265,73.65979,70.70469,70.32857,70.3742,71.44,73.60938,70.22489,66.79163,69.37551,63.27799,61.27959,60.49673,62.06836,71.6951,73.83326,72.83836,75.45539,71.60979,70.41591,69.03285,61.01428,66.30836,73.524,71.52061,72.02306,69.2804,65.63632,68.11551,66.71081,68.9806,74.90142,76.23285,72.24938,74.19734,74.0678,71.02979,72.87469,79.31489,70.18775,70.62479,64.02163,64.89795,69.11489,69.44244,76.16306,74.80959,74.81612,72.75551,73.12163,70.32714,65.36897,61.69739,63.5204,63.2502,67.98285,68.35224,71.66244,71.3392,70.45979,68.17387,75.15755,74.16428,72.73571,74.34659,73.16673,73.21755,72.64877,74.97938,75.01359,71.98448,73.27775,71.28081,69.21632,68.19346,75.06775,74.9898,73.17918,73.61551
friday,front_gate,afternoon,70.9488,68.93939,65.56306,65.66163,70.56939,66.45632,65.44326,66.4756,66.87428,62.3104,63.03591,61.11285,59.40099,60.70489,61.06653,66.58816,63.55469,64.92693,67.7644,68.06428,71.28979,68.54755,66.0626,66.53714,70.10591,69.60632,68.652,64.53285,64.00408,65.63204,64.29428,65.80142,68.6512,69.05489,67.8602,69.23836,70.47816,66.38489,64.3898,65.56897,65.2004,64.0953,62.09599,64.37571,66.26489,69.07959,67.3451,67.76632,68.0088,67.62714,70.72877,68.21551,66.78938,64.69719,67.98122,70.68159,70.4753,71.6722,72.69102,72.8058,76.00265,71.0902,67.12259,66.66959,64.85122,67.44979,66.778,65.97285,68.92775,66.84428,68.4358,73.9553,66.18653,64.79775,71.3856,68.10122,69.33428,72.18469,71.71979,70.04099,69.52204,70.19877,70.4102,70.0353,68.58699,69.33285,68.57306,68.90142,71.0158,70.55346,70.63122,71.16612,68.4696,70.1953,70.22346,69.98591,71.28163,71.68239,68.70734,70.62326,67.81265,73.70387,72.02599,72.00551,68.07,70.34755,70.33183,68.403,69.38632,69.74816,69.82897,69.30387,71.96739,72.52183,70.55653,72.90285,73.2702,73.81659,69.81591,70.82306,70.79099,69.14877,69.7153,67.62673,67.20448,68.3704,68.8351,62.21244,60.94857,63.28244,65.5218,65.77632,70.31551,68.93857,71.2602,71.1996,68.87591,69.23081,68.42612,68.403,72.53183,69.86122,70.74285,69.88836,70.6404,68.75639,67.29979,64.68306,70.1868,65.88204
friday,front_gate,evening,71.82559,71.99779,68.15326,67.23306,72.31919,73.9376,75.60591,74.82918,68.68359,65.36265,65.73918,70.65,72.10724,70.561,70.53877,72.9351,69.67877,69.0418,67.16693,68.31081,66.68489,68.6992,67.58673,68.35265,70.81265,68.2451,66.80979,68.19919,71.77428,74.6982,70.1104,69.94204,69.89879,74.83755,75.74859,75.97163,70.43019,69.8453,70.02265,68.59551,70.38673,69.71857,69.766,65.69163,70.88102,68.34673,67.4446,67.3404,66.5653,67.50183,68.01551,66.01081,63.295,67.21183,63.779,66.74653,64.8402,66.54306,67.38244,69.3346,66.83551,62.17571,64.45346,68.364,64.05816,64.49306,62.99739,62.61102,68.49918,66.61938,63.25653,63.17714,67.755,70.29877,70.32979,67.2051,63.8072,62.70693,64.2702,66.3451,65.40399,70.58612,69.92591,70.69219,69.47571,68.42795,69.03285,65.34591,67.141,64.12448,62.57959,67.73399,71.25448,70.401,69.12919,68.47755,68.38019,63.19306,64.31428,68.68204,66.19279,67.01979,68.45836,68.55999,69.42306,66.84061,65.9556,64.4402,69.93265,70.58122,70.19,66.43653,64.38204,65.53448,65.61938,65.83619,64.74,69.92384,68.8702,65.55795,66.7798,68.2151,69.12387,72.50428,71.42448,69.68259,67.73306,67.79408,68.64816,69.25081,68.07224,65.00739,66.71999,65.97489,68.03142,65.6902,67.04448,65.36387,64.82489,67.32938,69.44639,68.15428,68.51612,68.87285,65.34551,66.34999,65.02285,66.47387,64.59122,67.28489
friday,front_gate,morning,72.37559,74.07419,76.03224,72.22499,71.40122,69.45367,71.43399,70.85265,73.53659,75.84479,76.44387,76.19099,72.80959,69.31755,67.41816,68.0436,67.89489,67.29551,68.49877,69.0604,70.74379,68.87897,70.77653,73.12142,70.64399,66.85653,68.58122,66.73244,68.49408,69.4728,69.02489,75.48859,77.6351,78.41559,75.96061,70.34142,70.90775,69.39918,68.43719,69.23632,67.94448,71.81061,66.51306,68.14734,65.24879,65.22612,65.02959,66.1204,65.30469,68.35199,71.3208,76.97897,78.9478,76.34061,71.4316,69.83,69.35673,71.42346,69.20439,67.23408,66.8602,66.38734,67.3566,66.82959,70.16918,69.62367,69.19387,72.28879,73.02775,72.59571,70.33285,69.96779,70.19795,67.52673,68.05469,68.08244,68.44939,65.3151,64.4202,64.29387,64.16816,66.47102,70.653,73.05938,73.92918,67.33204,70.71142,74.60999,75.72367,75.5226,74.3052,75.21204,70.05081,68.25839,66.64999,68.34326,67.06632,69.77379,66.92918,68.4751,68.88387,68.52448,64.84619,65.35734,65.39408,64.71918,65.0704,75.96419,77.09199,76.78408,72.3912,68.06122,70.45938,65.12653,66.71918,67.6206,69.56142,70.04999,70.29061,68.63119,68.9504,67.34224,68.28775,69.09346,64.6894,64.43755,66.56204,70.92367,66.18306,67.3096,66.85959,66.00693,65.67448,67.76408,67.95306,67.6262,67.59673,66.16448,66.80163,65.21469,66.4238,66.76938,69.11571,69.2504,67.28714,69.45612,68.9782,66.70918,66.31408,66.21469
friday,nassau_st_gate,afternoon,60.7745,64.09399,67.68399,70.064,73.44199,72.5,70.3551,67.20588,64.64799,61.06799,61.06399,60.30799,58.54799,58.84799,57.404,56.88,58.26799,59.17399,62.07199,62.48799,62.61,63.28999,69.606,72.078,63.14599,60.568,59.44599,60.50999,64.01799,66.512,73.58199,74.52799,68.60399,61.974,60.48199,60.11,59.226,60.252,61.31399,60.47999,67.68399,70.48799,63,63.39799,62.58199,69.096,65.21999,57.08399,57.45999,58.156,56.33999,55.48999,55.99,57.886,57.97199,61.31,62.33799,65.812,69.27799,70.15,69.886,61.106,59.95,60.28599,62.98199,67.39399,72.49399,72.71,66.34199,63.03,60.34799,60.446,62.89399,65.984,60.07,60.416,61.98399,64.696,64.128,59.054,57.632,56.424,57.006,57.46199,57.884,61.00599,67.68999,64.454,60.488,61.358,64.134,62.11399,61.768,59.90999,61.536,60.25599,66.94799,68.75599,68.58799,63.35199,60.72799,64.15,65.006,69.18,72.322,73.152,70.34599,69.25399,69.576,64.112,63.44999,62.542,60.816,59.846,61.468,59.314,58.252,58.312,60.574,63.482,66.286,62.946,60.234,65.34399,65.602,65.05199,65.126,65.74399,66.624,68.10999,67.64,69.506,68.43599,71.176,68.19199,60.23399,59.58199,60.494,62.634,67.76999,68.34,63.26399,61.246,62.648,64.646,71.17199,71.97599,67.054,64.442,63.69599
friday,nassau_st_gate,evening,71.09408163,68.2822449,69.30040816,65.61265306,62.92693878,63.73081633,64.9804,64.81183673,62.09979592,66.83265306,69.91979592,71.7768,67.16204082,65.85163265,64.09979592,62.37795918,68.9904,72.38183673,2.68530612,71.68755102,72.19204082,69.4018,67.89306122,66.41795918,65.29,68.94183673,68.9046,69.23387755,65.44183673,64.22387755,69.51612245,72.9856,71.2744898,69.73836735,69.86,68.75285714,70.27795918,65.86,70.25469388,66.27367347,63.5144898,62.5955102,65.984,66.01591837,72.74734694,68.56938776,66.57897959,68.2202,70.2856,72.29755102,73.78326531,77.3455102,73.71142857,75.92653061,72.39,72.70918367,71.20795918,73.0634,70.07693878,74.32244898,75.21163265,72.28734694,70.47408163,73.25020408,66.779375,66.58306122,66.868,66.17040816,68.34755102,67.6222449,66.6482,67.85061224,64.43612245,69.49040816,66.09693878,65.144,66.31,66.65836735,68.63795918,69.64791667,73.37176471,72.7614,75.34265306,70.75734694,72.4272,68.63285714,67.70204082,65.82979592,68.14244898,69.9994,72.3944898,69.65571429,66.68918367,71.6177551,70.217,68.92408163,69.95530612,70.16265306,68.31469388,67.08387755,71.0082,66.13795918,67.53081633,67.92816327,64.28836735,64.543,68.51591837,64.42183673,70.57,66.7076,66.13653061,63.80408163,62.46489796,61.6298,61.56918367,60.38061224,63.74244898,65.7548,66.81061224,71.94346939,67.06265306,69.69183673,67.85632653,66.2648,66.53061224,72.00244898,74.58979592,75.83102041,73.5634,71.43061224,66.93836735,65.6802,62.04979592,67.14647059,66.00836735,67.67285714,71.54510204,72.97142857,70.59204082,68.65367347,66.61612245,63.18040816,62.8476,63.11877551,66.48734694,67.52857143,69.15979592,74.0188,73.43081633,68.68612245
friday,nassau_st_gate,morning,68.21176,63.88199,65.96399,63.454,61.17199,63.89,64.98999,63.88999,67.046,72.79999,71.606,68.26999,67.37799,63.79799,62.26199,63.4,62.01199,62.078,64.44799,67.742,68.12999,67.06799,65.89199,66.37599,67.68,65.748,66.724,66.938,68.47199,69.83799,69.07,69.35199,63.13,64.932,62.58799,61.07199,65.644,67.01,67.33599,77.832,74.35399,68.406,68.06799,68.856,63.32999,59.356,59.586,61.408,62.42,70.274,75.53199,68.952,68.18599,67.588,63.176,59.454,59.41199,59.364,61.116,63.514,63.87799,63.382,67.44999,66.97999,67.518,69.19199,68.174,68.15,70.42799,76.59799,70.29999,65.60599,66.034,65.15,64.09799,69.15799,69.73399,69.60799,69.256,67.082,69.29799,69.36599,65.64599,61.31599,61.41,60.86399,61.062,61.91199,60.104,67.284,74.502,67.656,66.85999,64.59399,62.768,62.80799,62.772,63.13199,63.582,69.976,68.684,68.59,66.18999,68.22,70.37999,74.55399,77.68399,77.97,76.38799,76.87599,82.17799,74.17799,69.174,67.76,64.94799,65.148,63.25799,61.748,62.20999,67.30999,71.514,72.822,68.16599,66.87199,64.442,63.93199,65.108,72.77199,72.58,74.73799,70.998,68.14,65.60999,65.446,65.334,64.446,64.214,62.148,61.75399,65.80599,68.996,70.782,71.164,64.392,60.95799,62.556,61.346,58.042,55.67,59.266
friday,pearse_st_gate,afternoon,80.02857143,80.11938776,80.44673469,80.25367347,80.35612245,81.75122449,82.727,81.43571429,78.21979592,79.64755102,80.30183673,81.8434,83.20204082,80.31653061,79.54755102,75.50714286,79.5676,80.67367347,81.01795918,79.00918367,76.91244898,77.942,77.22265306,79.18346939,79.64510204,78.28122449,76.445,77.08897959,79.7155102,81.20122449,81.9144898,79.2082,80.44326531,80.63632653,80.12714286,84.61816327,83.56489796,84.8402,80.88897959,79.45285714,76.67632653,76.89836735,79.4948,76.44346939,71.99061224,76.84591837,76.41979592,77.5826,77.5912,76.53142857,76.04244898,75.8255102,77.30326531,78.86816327,80.40591837,78.02489796,77.06163265,72.9188,78.68326531,77.8244898,77.49061224,77.86326531,79.57816327,79.70040816,79.34,78.1877551,80.0956,78.12244898,77.31183673,77.73469388,78.3362,77.36836735,82.91734694,80.96387755,82.30346939,81.706,80.35346939,78.93510204,81.42897959,78.58041667,79.83509804,80.142,80.76387755,79.99489796,82.7376,80.49,81.31183673,78.64,79.47,76.6526,80.19857143,81.06795918,79.13673469,76.67020408,77.3786,77.38755102,81.12979592,76.87836735,77.54877551,74.20734694,80.4894,80.52816327,80.25857143,81.72102041,83.99632653,83.1668,83.70285714,83.57265306,84.48571429,83.0358,83.71632653,80.78979592,80.28285714,77.8102,80.66795918,79.91857143,77.87571429,80.1976,79.74183673,79.66612245,81.50959184,81.30326531,80.51877551,80.1114,81.17122449,79.61816327,81.4722449,82.32346939,82.9628,81.7222449,82.38469388,81.3256,80.78857143,78.59627451,78.5577551,78.69020408,79.17020408,80.21061224,77.15387755,79.28489796,77.45163265,79.15938776,79.7096,80.06959184,79.05204082,80.20591837,80.25653061,79.85,78.14653061,78.49571429
friday,pearse_st_gate,evening,67.52549,66.50799,63.914,63.68599,63.88599,62.696,66.13799,69.986,69.42799,69.032,69.972,73.32199,65.858,66.278,67.932,66.23199,66.802,66.196,70.51199,72.528,68.776,71.74599,70.182,68.44799,67.394,71.69999,71.068,65.39199,66.18599,61.85,63.88199,62.062,62.31399,67.758,70.04799,74.764,65.242,61.936,65.05,67.51199,65.47199,66.668,66.986,66.256,63.86,64.81399,67.19,69.502,70.668,64.44999,64.05799,66.18599,64.46999,65.83599,62.85199,64.784,67.92799,73.762,73.532,72.622,65.60999,62.51999,62.97999,64.812,61.982,55.59799,59.428,59.632,60.066,65.38799,65.794,68.842,75.412,74.672,74.924,69.09599,66.90999,66.49599,65.56599,66.454,63.32999,63.20599,67.06999,67.582,64.636,61.666,63.192,63.804,68.20199,74.34599,77.48799,70.79599,64.356,62.876,58.60999,64.43199,68.56399,62.60799,63.396,61.53,60.952,61.84999,63.13799,67.18999,69.28999,66.11199,68.83,68.756,68.55,65.712,61.696,59.446,59.55399,58.108,60.146,60.57799,64.478,68.89399,67.48999,65.394,61.04399,60.69599,59.67999,64.062,63.28599,62.816,64.07199,61.752,65.47999,66.068,64.304,70.98799,67.05999,62.34199,65.19999,67.91199,65.59,63.582,68.22999,65.98599,68.438,65.93,67.804,71.012,70.54399,72.146,70.01599,64.07,62.388,63.924
friday,pearse_st_gate,morning,77.72,76.00591837,70.7777551,79.75571429,80.81857143,81.71469388,79.5082,81.2755102,72.38897959,70.92591837,70.94897959,71.1938,67.22857143,62.84061224,66.86938776,73.88795918,70.2922,63.60673469,64.34387755,72.65102041,68.31204082,63.9668,67.94857143,65.71408163,70.51387755,75.08469388,72.6554,68.57530612,69.4144898,71.51428571,63.56510204,70.6684,68.89918367,69.67653061,67.62020408,69.97571429,73.23938776,67.2386,71.45142857,72.29306122,73.38938776,74.13612245,74.1172,72.30285714,74.09020408,74.8077551,75.26959184,71.6436,71.0376,68.00653061,64.65142857,68.12673469,71.19571429,72.79489796,71.0177551,71.54408163,68.59306122,67.7486,66.92306122,67.7822449,65.6777551,61.62489796,68.9755102,70.99326531,72.44416667,71.09591837,70.9974,69.44020408,71.45673469,69.95408163,68.7674,66.91673469,64.97959184,67.00816327,65.79979592,66.8776,70.76816327,74.2177551,76.98877551,72.55979167,72.53666667,69.1048,64.8322449,66.12836735,69.6278,73.02428571,69.39632653,72.12122449,68.92857143,69.6934,68.00142857,71.00285714,72.46469388,75.42040816,71.426,71.33857143,70.63693878,70.62734694,65.81571429,71.51102041,67.3084,65.77836735,69.90081633,71.56489796,71.5255102,68.4674,71.26755102,76.18183673,73.70204082,75.4414,76.68387755,78.78918367,78.92510204,75.097,75.16020408,73.01877551,70.21959184,71.8084,71.91571429,72.42428571,70.52,65.12061224,63.61836735,69.6734,71.7977551,73.88061224,64.34795918,63.86714286,64.0712,70.00795918,75.84612245,72.3652,73.19591837,73.24921569,77.28040816,75.40918367,73.99591837,72.98102041,72.94959184,64.15897959,66.72,68.6455102,67.5792,70.85755102,75.08020408,75.62102041,72.70897959,71.4276,75.35367347,76.68755102
sunday,front_gate,afternoon,75.7344,75.22163,66.8288,71.1153,71.4704,71.33571,66.64632,68.58734,67.9151,66.5848,68.57265,67.42061,69.71285,69.66551,67.286,67.99897,67.41265,66.86551,68.05639,69.30387,68.09816,66.25448,69.46346,68.32859,66.10693,66.66387,69.83387,70.68346,67.75499,69.26489,69.71367,71.21224,71.60653,67.69079,68.34224,68.15244,70.99326,68.2604,69.38599,70.06755,66.82469,66.48306,64.03775,65.2296,67.63224,69.44571,69.21326,67.87714,64.82019,63.95816,66.14448,70.59244,64.25489,65.89919,68.64693,68.35224,64.88857,63.41346,66.915,67.27836,68.69775,67.4222,68.18163,70.17387,68.11979,67.2804,69.97387,70.46326,69.06612,70.92612,69.64279,71.04326,65.84775,66.48081,69.5853,70.0984,70.53061,68.47775,73.84244,74.745,73.0853,69.71183,70.3453,66.67,66.9904,70.06081,68.78346,69.90591,68.79759,67.26285,69.58632,67.88285,70.85551,68.3006,73.51734,68.85428,67.54204,69.47099,69.17346,69.86938,68.01693,67.10367,62.07919,62.49571,63.07959,67.0551,63.279,62.83448,64.50142,61.23877,64.77448,65.65959,64.7653,65.28938,68.03285,67.18755,67.1798,66.21244,62.9117,69.31049,67.9756,65.16714,67.14591,64.92122,65.74639,67.68632,73.52102,71.783,72.28857,73.60918,74.66859,71.5153,70.72428,71.47939,68.91081,69.68551,67.54183,70.504,71.19693,69.84739,68.46326,69.55693,69.2,68.82591,71.438,72.20142,71.64699,71.02808,69.37325,70.19475
