time,avg_gain
5.0,61.80588
10.0,65.06400
15.0,68.70599
20.0,71.02400
25.0,74.48800
30.0,73.49399
35.0,71.40408
40.0,68.17450
45.0,65.66999
50.0,62.05800
55.0,62.06400
60.0,61.27199
65.0,59.49000
70.0,59.82999
75.0,58.36200
80.0,57.88799
85.0,59.29599
90.0,60.21000
95.0,63.08799
100.0,63.49400
105.0,63.58199
110.0,64.30800
115.0,70.59799
120.0,73.09399
125.0,64.20400
130.0,61.62400
135.0,60.43000
140.0,61.51200
145.0,65.06200
150.0,67.49599
155.0,74.59399
160.0,75.51800
165.0,69.63800
170.0,62.97399
175.0,61.47800
180.0,61.05999
185.0,60.24399
190.0,61.26600
195.0,62.29999
200.0,61.51799
205.0,68.67199
210.0,71.53000
215.0,63.93199
220.0,64.44400
225.0,63.52600
230.0,70.08199
235.0,66.18999
240.0,58.08600
245.0,58.37600
250.0,59.20199
255.0,57.36199
260.0,56.47200
265.0,56.93400
270.0,58.91799
275.0,58.98200
280.0,62.33200
285.0,63.26399
290.0,66.81199
295.0,70.29200
300.0,71.16400
305.0,70.88400
310.0,62.10399
315.0,60.99199
320.0,61.28200
325.0,63.96800
330.0,68.38999
335.0,73.48199
340.0,73.67599
345.0,67.33200
350.0,64.08200
355.0,61.29999
360.0,61.43400
365.0,63.86600
370.0,67.01600
375.0,61.08800
380.0,61.41600
385.0,63.05200
390.0,65.67000
395.0,65.10200
400.0,60.00800
405.0,58.59200
410.0,57.42999
415.0,57.99799
420.0,58.45199
425.0,58.89400
430.0,62.00800
435.0,68.76800
440.0,65.44799
445.0,61.47599
450.0,62.36199
455.0,65.18600
460.0,63.18999
465.0,62.74399
470.0,60.90799
475.0,62.47999
480.0,61.25800
485.0,67.91400
490.0,69.81600
495.0,69.51000
500.0,64.32000
505.0,61.68800
510.0,65.12999
515.0,65.98799
520.0,70.17799
525.0,73.29800
530.0,74.13799
535.0,71.33800
540.0,70.27000
545.0,70.59399
550.0,65.12999
555.0,64.48000
560.0,63.54200
565.0,61.85400
570.0,60.86599
575.0,62.48200
580.0,60.35999
585.0,59.21999
590.0,59.32199
595.0,61.56199
600.0,64.51000
605.0,67.31199
610.0,63.95799
615.0,61.25000
620.0,66.36999
625.0,66.61799
630.0,66.08199
635.0,66.12399
640.0,66.72600
645.0,67.59399
650.0,69.08799
655.0,68.63200
660.0,70.54000
665.0,69.41599
670.0,72.22199
675.0,69.16800
680.0,61.20400
685.0,60.57400
690.0,61.48800
695.0,63.59599
700.0,68.78200
705.0,69.38600
710.0,64.29200
715.0,62.24599
720.0,63.67199
725.0,65.64199
730.0,72.19199
735.0,72.94400
740.0,68.04599
745.0,65.46799
750.0,64.67800
755.0,60.74199
760.0,61.12999
765.0,59.79799
770.0,60.54799
775.0,58.67000
780.0,61.71794
