time,avg_gain
5.0,67.75600
10.0,66.09999
15.0,67.08163
20.0,66.19215
25.0,67.36938
30.0,68.92549
35.0,73.29591
40.0,74.09019
45.0,73.38979
50.0,70.36862
55.0,70.08200
60.0,71.21999
65.0,66.40600
70.0,67.65999
75.0,64.12653
80.0,67.18823
85.0,67.76400
90.0,66.79800
95.0,66.51000
100.0,68.30599
105.0,67.44399
110.0,70.52199
115.0,72.95799
120.0,72.91999
125.0,71.94799
130.0,66.84599
135.0,66.60800
140.0,68.43400
145.0,67.05199
150.0,63.11599
155.0,62.25200
160.0,61.68200
165.0,62.57000
170.0,64.53199
175.0,68.37599
180.0,74.53199
185.0,73.11599
190.0,67.48800
195.0,66.95400
200.0,68.91399
205.0,66.57399
210.0,64.87000
215.0,64.64799
220.0,64.53199
225.0,63.78600
230.0,63.47599
235.0,65.48999
240.0,67.32999
245.0,70.99599
250.0,74.37999
255.0,69.51599
260.0,64.84200
265.0,60.55600
270.0,58.29799
275.0,55.74399
280.0,59.56800
285.0,60.19800
290.0,60.98999
295.0,68.45800
300.0,66.45400
305.0,68.67799
310.0,70.11799
315.0,67.53399
320.0,65.00599
325.0,63.63999
330.0,62.95599
335.0,71.30399
340.0,74.16599
345.0,74.49999
350.0,70.57400
355.0,68.79200
360.0,65.85800
365.0,70.55400
370.0,72.39400
375.0,69.40199
380.0,63.35999
385.0,59.96000
390.0,59.55999
395.0,61.94400
400.0,64.11799
405.0,67.81400
410.0,70.48000
415.0,66.90200
420.0,69.32599
425.0,69.72199
430.0,73.89800
435.0,70.17800
440.0,69.62000
445.0,68.13999
450.0,63.82999
455.0,63.09799
460.0,69.60799
465.0,69.86999
470.0,69.21000
475.0,72.19799
480.0,71.70799
485.0,66.18600
490.0,63.56600
495.0,63.72000
500.0,65.06599
505.0,65.68600
510.0,70.81600
515.0,68.93000
520.0,71.21000
525.0,68.12199
530.0,73.10999
535.0,71.77000
540.0,70.40999
545.0,64.66999
550.0,63.09000
555.0,61.73600
560.0,62.70799
565.0,63.03000
570.0,67.14399
575.0,69.86000
580.0,71.12800
585.0,69.09999
590.0,69.44799
595.0,71.99200
600.0,70.30400
605.0,65.94199
610.0,60.71999
615.0,61.16199
620.0,59.03200
625.0,66.39800
630.0,67.67199
635.0,67.37400
640.0,66.77800
645.0,68.91400
650.0,67.04599
655.0,63.33399
660.0,60.94200
665.0,60.62999
670.0,60.17600
675.0,57.42400
680.0,62.48599
685.0,66.53000
690.0,66.77199
695.0,65.89200
700.0,64.94400
705.0,70.50600
710.0,66.98600
715.0,65.95199
720.0,68.86400
725.0,64.20799
730.0,57.65200
735.0,56.72800
740.0,59.64399
745.0,59.86599
750.0,61.40200
755.0,55.25000
760.0,56.68200
765.0,57.29399
770.0,56.50799
775.0,61.27600
780.0,66.37800
