time,avg_gain
5.0,70.94880
10.0,68.93939
15.0,65.56306
20.0,65.66163
25.0,70.56939
30.0,66.45632
35.0,65.44326
40.0,66.47560
45.0,66.87428
50.0,62.31040
55.0,63.03591
60.0,61.11285
65.0,59.40099
70.0,60.70489
75.0,61.06653
80.0,66.58816
85.0,63.55469
90.0,64.92693
95.0,67.76440
100.0,68.06428
105.0,71.28979
110.0,68.54755
115.0,66.06260
120.0,66.53714
125.0,70.10591
130.0,69.60632
135.0,68.65200
140.0,64.53285
145.0,64.00408
150.0,65.63204
155.0,64.29428
160.0,65.80142
165.0,68.65120
170.0,69.05489
175.0,67.86020
180.0,69.23836
185.0,70.47816
190.0,66.38489
195.0,64.38980
200.0,65.56897
205.0,65.20040
210.0,64.09530
215.0,62.09599
220.0,64.37571
225.0,66.26489
230.0,69.07959
235.0,67.34510
240.0,67.76632
245.0,68.00880
250.0,67.62714
255.0,70.72877
260.0,68.21551
265.0,66.78938
270.0,64.69719
275.0,67.98122
280.0,70.68159
285.0,70.47530
290.0,71.67220
295.0,72.69102
300.0,72.80580
305.0,76.00265
310.0,71.09020
315.0,67.12259
320.0,66.66959
325.0,64.85122
330.0,67.44979
335.0,66.77800
340.0,65.97285
345.0,68.92775
350.0,66.84428
355.0,68.43580
360.0,73.95530
365.0,66.18653
370.0,64.79775
375.0,71.38560
380.0,68.10122
385.0,69.33428
390.0,72.18469
395.0,71.71979
400.0,70.04099
405.0,69.52204
410.0,70.19877
415.0,70.41020
420.0,70.03530
425.0,68.58699
430.0,69.33285
435.0,68.57306
440.0,68.90142
445.0,71.01580
450.0,70.55346
455.0,70.63122
460.0,71.16612
465.0,68.46960
470.0,70.19530
475.0,70.22346
480.0,69.98591
485.0,71.28163
490.0,71.68239
495.0,68.70734
500.0,70.62326
505.0,67.81265
510.0,73.70387
515.0,72.02599
520.0,72.00551
525.0,68.07000
530.0,70.34755
535.0,70.33183
540.0,68.40300
545.0,69.38632
550.0,69.74816
555.0,69.82897
560.0,69.30387
565.0,71.96739
570.0,72.52183
575.0,70.55653
580.0,72.90285
585.0,73.27020
590.0,73.81659
595.0,69.81591
600.0,70.82306
605.0,70.79099
610.0,69.14877
615.0,69.71530
620.0,67.62673
625.0,67.20448
630.0,68.37040
635.0,68.83510
640.0,62.21244
645.0,60.94857
650.0,63.28244
655.0,65.52180
660.0,65.77632
665.0,70.31551
670.0,68.93857
675.0,71.26020
680.0,71.19960
685.0,68.87591
690.0,69.23081
695.0,68.42612
700.0,68.40300
705.0,72.53183
710.0,69.86122
715.0,70.74285
720.0,69.88836
725.0,70.64040
730.0,68.75639
735.0,67.29979
740.0,64.68306
745.0,70.18680
750.0,65.88204
755.0,63.31306
760.0,62.15346
765.0,63.68061
770.0,63.71120
775.0,62.60571
780.0,67.71163
