time,avg_gain
5.0,82.05294
10.0,84.64000
15.0,83.56600
20.0,71.04599
25.0,76.00200
30.0,79.86599
35.0,80.74800
40.0,78.45000
45.0,72.75200
50.0,74.34399
55.0,70.11400
60.0,68.68000
65.0,71.99599
70.0,71.01799
75.0,78.58800
80.0,80.08599
85.0,74.02600
90.0,73.34400
95.0,78.39799
100.0,72.48199
105.0,71.58800
110.0,74.07599
115.0,77.79400
120.0,70.81800
125.0,74.86799
130.0,71.65400
135.0,67.31599
140.0,73.62800
145.0,71.70200
150.0,72.43400
155.0,76.50200
160.0,76.34000
165.0,78.72599
170.0,79.53600
175.0,76.15000
180.0,76.74200
185.0,77.64600
190.0,79.69400
195.0,77.54999
200.0,76.32399
205.0,79.04399
210.0,79.04400
215.0,87.65999
220.0,81.21599
225.0,77.46000
230.0,79.92399
235.0,73.52400
240.0,86.82599
245.0,78.02199
250.0,75.73600
255.0,77.41199
260.0,77.12599
265.0,76.65799
270.0,76.35599
275.0,72.24399
280.0,70.82600
285.0,71.96199
290.0,68.72200
295.0,71.48199
300.0,73.78599
305.0,74.27999
310.0,77.83399
315.0,80.28400
320.0,72.83400
325.0,70.38199
330.0,87.31600
335.0,81.58199
340.0,75.23400
345.0,76.94400
350.0,73.43999
355.0,77.39400
360.0,82.20000
365.0,75.61400
370.0,79.43200
375.0,77.56400
380.0,75.61799
385.0,74.70000
390.0,78.68599
395.0,75.06799
400.0,75.35399
405.0,74.43800
410.0,74.08599
415.0,73.86799
420.0,76.16599
425.0,76.61400
430.0,72.00400
435.0,70.59199
440.0,73.21399
445.0,75.39199
450.0,77.01399
455.0,73.65600
460.0,68.01000
465.0,75.85399
470.0,69.65000
475.0,68.42199
480.0,74.13600
485.0,72.28200
490.0,69.80799
495.0,67.32800
500.0,67.09200
505.0,72.36400
510.0,74.06999
515.0,84.32799
520.0,80.14600
525.0,72.45799
530.0,81.74399
535.0,74.89199
540.0,77.79399
545.0,70.92400
550.0,67.13600
555.0,67.38000
560.0,63.71999
565.0,68.53799
570.0,74.64399
575.0,73.80800
580.0,68.93399
585.0,65.33399
590.0,66.60000
595.0,70.88799
600.0,78.98599
605.0,75.49399
610.0,76.98600
615.0,81.58799
620.0,78.22400
625.0,80.97600
630.0,78.50200
635.0,78.50999
640.0,78.20999
645.0,76.95000
650.0,76.83199
655.0,76.48399
660.0,79.68200
665.0,78.35999
670.0,75.19400
675.0,74.49200
680.0,82.80199
685.0,82.06999
690.0,81.34799
695.0,86.17199
700.0,82.93000
705.0,80.69200
710.0,83.63400
715.0,77.40399
720.0,83.93600
725.0,82.63999
730.0,76.40999
735.0,77.21199
740.0,75.09799
745.0,79.44400
750.0,75.48799
755.0,78.37400
760.0,79.62799
765.0,86.02400
770.0,78.85999
775.0,77.69599
780.0,77.30799
