time,avg_gain
5.0,64.78431
10.0,60.84199
15.0,58.35199
20.0,59.63599
25.0,62.76530
30.0,63.59215
35.0,60.13799
40.0,58.84999
45.0,61.15599
50.0,68.34400
55.0,69.30399
60.0,68.55800
65.0,67.07551
70.0,68.35882
75.0,69.71799
80.0,71.06199
85.0,70.92399
90.0,67.80600
95.0,65.34799
100.0,64.32200
105.0,67.12999
110.0,68.28600
115.0,69.22199
120.0,71.48000
125.0,70.93799
130.0,76.57799
135.0,67.81000
140.0,64.02000
145.0,67.94400
150.0,69.66400
155.0,67.60800
160.0,66.52999
165.0,68.11399
170.0,69.39599
175.0,68.91800
180.0,68.05800
185.0,69.55400
190.0,70.21399
195.0,71.11400
200.0,70.02999
205.0,69.76600
210.0,74.54999
215.0,76.08800
220.0,72.40000
225.0,72.94199
230.0,71.64600
235.0,71.83200
240.0,76.40200
245.0,72.29000
250.0,71.39000
255.0,69.29999
260.0,69.20199
265.0,70.39800
270.0,74.43600
275.0,71.10200
280.0,69.62800
285.0,68.45600
290.0,70.25400
295.0,67.83400
300.0,68.05600
305.0,73.75600
310.0,73.35199
315.0,71.72399
320.0,67.48200
325.0,69.60199
330.0,67.10399
335.0,67.61199
340.0,69.48799
345.0,68.80400
350.0,69.64199
355.0,72.88400
360.0,75.88000
365.0,74.07199
370.0,73.15199
375.0,68.20799
380.0,64.82599
385.0,67.85399
390.0,67.95999
395.0,67.79399
400.0,66.44400
405.0,67.70000
410.0,70.41999
415.0,67.60800
420.0,69.40399
425.0,75.18999
430.0,71.68600
435.0,67.69999
440.0,67.27799
445.0,65.00800
450.0,66.43999
455.0,69.14799
460.0,63.34200
465.0,61.38199
470.0,61.18800
475.0,59.47999
480.0,62.69600
485.0,63.89200
490.0,63.43399
495.0,60.01200
500.0,63.13399
505.0,69.57399
510.0,68.36999
515.0,66.62800
520.0,67.47600
525.0,67.27400
530.0,68.93999
535.0,67.03600
540.0,69.07200
545.0,71.36799
550.0,71.85399
555.0,67.73999
560.0,71.32999
565.0,70.84599
570.0,65.07800
575.0,62.70399
580.0,64.61199
585.0,60.21999
590.0,59.83000
595.0,62.95200
600.0,61.15600
605.0,58.00000
610.0,64.76999
615.0,64.89600
620.0,63.82999
625.0,64.79799
630.0,64.48399
635.0,66.55000
640.0,61.37399
645.0,59.03199
650.0,59.60400
655.0,64.94800
660.0,63.26199
665.0,64.01400
670.0,60.05999
675.0,59.67999
680.0,61.66400
685.0,58.32600
690.0,58.23800
695.0,56.14199
700.0,56.79399
705.0,61.51599
710.0,60.40400
715.0,57.07199
720.0,58.98399
725.0,61.60400
730.0,59.41399
735.0,60.82199
740.0,65.45599
745.0,60.95199
750.0,56.07199
755.0,59.97600
760.0,59.41799
765.0,58.61199
770.0,63.62000
775.0,66.91400
780.0,65.70200
