time,avg_gain
5.0,79.25294
10.0,81.83999
15.0,80.76599
20.0,68.24599
25.0,73.20200
30.0,77.06600
35.0,77.94799
40.0,75.65000
45.0,69.95199
50.0,71.54400
55.0,67.31399
60.0,65.87999
65.0,69.19599
70.0,68.21799
75.0,75.78800
80.0,77.28600
85.0,71.22599
90.0,70.54400
95.0,75.59799
100.0,69.68200
105.0,68.78799
110.0,71.27600
115.0,74.99399
120.0,68.01799
125.0,72.06799
130.0,68.85399
135.0,64.51600
140.0,70.82800
145.0,68.90200
150.0,69.63400
155.0,73.70200
160.0,73.54000
165.0,75.92600
170.0,76.73599
175.0,73.34999
180.0,73.94199
185.0,74.84600
190.0,76.89399
195.0,74.75000
200.0,73.52399
205.0,76.24399
210.0,76.24399
215.0,84.85999
220.0,78.41599
225.0,74.65999
230.0,77.12399
235.0,70.72399
240.0,84.02599
245.0,75.22199
250.0,72.93599
255.0,74.61200
260.0,74.32600
265.0,73.85800
270.0,73.55600
275.0,69.44400
280.0,68.02599
285.0,69.16200
290.0,65.92199
295.0,68.68199
300.0,70.98599
305.0,71.48000
310.0,75.03399
315.0,77.48399
320.0,70.03399
325.0,67.58199
330.0,84.51599
335.0,78.78200
340.0,72.43399
345.0,74.14400
350.0,70.64000
355.0,74.59399
360.0,79.40000
365.0,72.81400
370.0,76.63199
375.0,74.76399
380.0,72.81800
385.0,71.89999
390.0,75.88600
395.0,68.34000
400.0,68.15399
405.0,67.23799
410.0,66.88599
415.0,66.66800
420.0,68.96600
425.0,69.41400
430.0,64.80399
435.0,63.39199
440.0,66.01400
445.0,68.19199
450.0,69.81400
455.0,66.45599
460.0,60.80999
465.0,68.65400
470.0,62.45000
475.0,61.22200
480.0,66.93599
485.0,65.08199
490.0,62.60800
495.0,60.12799
500.0,59.89199
505.0,65.16400
510.0,66.87000
515.0,77.12800
520.0,72.94599
525.0,65.25799
530.0,74.54399
535.0,67.69200
540.0,70.59400
545.0,63.72399
550.0,59.93599
555.0,60.17999
560.0,56.52000
565.0,61.33800
570.0,67.44400
575.0,66.60799
580.0,61.73399
585.0,58.13400
590.0,59.39999
595.0,63.68800
600.0,71.78599
605.0,68.29399
610.0,69.78600
615.0,74.38800
620.0,71.02399
625.0,73.77600
630.0,71.30199
635.0,71.31000
640.0,71.00999
645.0,69.75000
650.0,69.63199
655.0,69.28400
660.0,72.48199
665.0,71.16000
670.0,67.99399
675.0,67.29199
680.0,75.60200
685.0,74.87000
690.0,74.14800
695.0,78.97200
700.0,75.73000
705.0,73.49200
710.0,76.43399
715.0,70.20399
720.0,76.73599
725.0,75.44000
730.0,69.21000
735.0,70.01200
740.0,67.89800
745.0,72.24400
750.0,68.28800
755.0,71.17399
760.0,72.42799
765.0,78.82399
770.0,71.66000
775.0,70.49599
780.0,70.10800
