time,avg_gain
5.0,66.28039
10.0,59.27199
15.0,56.31399
20.0,58.23199
25.0,59.16326
30.0,61.79019
35.0,53.17399
40.0,53.40799
45.0,55.00400
50.0,55.86800
55.0,55.68199
60.0,52.97600
65.0,54.68999
70.0,56.60000
75.0,54.66600
80.0,52.89800
85.0,54.56799
90.0,51.96999
95.0,52.96999
100.0,52.81000
105.0,51.58200
110.0,52.27000
115.0,51.91599
120.0,52.17199
125.0,53.34599
130.0,53.81400
135.0,57.14400
140.0,56.25800
145.0,53.94200
150.0,52.80400
155.0,53.77199
160.0,55.52600
165.0,59.60999
170.0,54.29200
175.0,51.05600
180.0,50.81800
185.0,52.30000
190.0,59.12999
195.0,56.67999
200.0,50.93399
205.0,50.47800
210.0,52.40199
215.0,51.12600
220.0,53.53800
225.0,62.21600
230.0,63.21000
235.0,56.58999
240.0,61.79600
245.0,59.97200
250.0,56.24599
255.0,56.23799
260.0,61.19200
265.0,63.88200
270.0,65.07600
275.0,62.53200
280.0,64.15600
285.0,55.81999
290.0,54.70000
295.0,51.53600
300.0,52.70200
305.0,56.90800
310.0,54.36800
315.0,55.79999
320.0,54.41800
325.0,57.90200
330.0,60.74799
335.0,54.49999
340.0,55.14000
345.0,59.85200
350.0,61.17400
355.0,65.59799
360.0,72.83400
365.0,68.07600
370.0,63.06199
375.0,63.53600
380.0,63.17799
385.0,67.15200
390.0,68.93800
395.0,60.77400
400.0,56.95799
405.0,52.23399
410.0,52.00800
415.0,58.44399
420.0,55.58999
425.0,54.16199
430.0,59.52000
435.0,68.07600
440.0,65.59799
445.0,67.44199
450.0,76.15799
455.0,73.99799
460.0,70.73599
465.0,72.84199
470.0,66.98399
475.0,68.00600
480.0,68.41400
485.0,72.95000
490.0,72.03199
495.0,66.22400
500.0,59.90999
505.0,59.12000
510.0,56.60600
515.0,59.66000
520.0,67.68599
525.0,60.83800
530.0,60.04599
535.0,57.11600
540.0,57.85000
545.0,57.44999
550.0,56.28799
555.0,58.07200
560.0,58.17999
565.0,59.77799
570.0,62.22600
575.0,62.87199
580.0,62.61199
585.0,59.25999
590.0,63.69800
595.0,63.45199
600.0,63.72599
605.0,65.69400
610.0,63.54200
615.0,63.97400
620.0,62.10600
625.0,61.67800
630.0,57.81000
635.0,55.38200
640.0,56.57999
645.0,54.45000
650.0,56.91600
655.0,54.97200
660.0,56.40199
665.0,55.66199
670.0,56.30399
675.0,55.40400
680.0,54.59799
685.0,54.71200
690.0,53.74200
695.0,53.91199
700.0,54.39600
705.0,54.23799
710.0,54.56800
715.0,56.18200
720.0,56.60199
725.0,55.94800
730.0,54.24600
735.0,56.07600
740.0,54.65799
745.0,52.06199
750.0,54.39799
755.0,53.31399
760.0,53.76599
765.0,55.46400
770.0,53.46999
775.0,55.28599
780.0,58.80799
