time,avg_gain
5.0,60.77450
10.0,64.09399
15.0,67.68399
20.0,70.06400
25.0,73.44199
30.0,72.50000
35.0,70.35510
40.0,67.20588
45.0,64.64799
50.0,61.06799
55.0,61.06399
60.0,60.30799
65.0,58.54799
70.0,58.84799
75.0,57.40400
80.0,56.88000
85.0,58.26799
90.0,59.17399
95.0,62.07199
100.0,62.48799
105.0,62.61000
110.0,63.28999
115.0,69.60600
120.0,72.07800
125.0,63.14599
130.0,60.56800
135.0,59.44599
140.0,60.50999
145.0,64.01799
150.0,66.51200
155.0,73.58199
160.0,74.52799
165.0,68.60399
170.0,61.97400
175.0,60.48199
180.0,60.11000
185.0,59.22600
190.0,60.25200
195.0,61.31399
200.0,60.47999
205.0,67.68399
210.0,70.48799
215.0,63.00000
220.0,63.39799
225.0,62.58199
230.0,69.09600
235.0,65.21999
240.0,57.08399
245.0,57.45999
250.0,58.15600
255.0,56.33999
260.0,55.48999
265.0,55.99000
270.0,57.88600
275.0,57.97199
280.0,61.31000
285.0,62.33799
290.0,65.81200
295.0,69.27799
300.0,70.15000
305.0,69.88600
310.0,61.10600
315.0,59.95000
320.0,60.28599
325.0,62.98199
330.0,67.39399
335.0,72.49399
340.0,72.71000
345.0,66.34199
350.0,63.03000
355.0,60.34799
360.0,60.44600
365.0,62.89399
370.0,65.98400
375.0,60.07000
380.0,60.41600
385.0,61.98399
390.0,64.69600
395.0,64.12800
400.0,59.05400
405.0,57.63200
410.0,56.42400
415.0,57.00600
420.0,57.46199
425.0,57.88400
430.0,61.00599
435.0,67.68999
440.0,64.45400
445.0,60.48800
450.0,61.35800
455.0,64.13400
460.0,62.11399
465.0,61.76800
470.0,59.90999
475.0,61.53600
480.0,60.25599
485.0,66.94799
490.0,68.75599
495.0,68.58799
500.0,63.35199
505.0,60.72799
510.0,64.15000
515.0,65.00600
520.0,69.18000
525.0,72.32200
530.0,73.15200
535.0,70.34599
540.0,69.25399
545.0,69.57600
550.0,64.11200
555.0,63.44999
560.0,62.54200
565.0,60.81600
570.0,59.84600
575.0,61.46800
580.0,59.31400
585.0,58.25200
590.0,58.31200
595.0,60.57400
600.0,63.48200
605.0,66.28600
610.0,62.94600
615.0,60.23400
620.0,65.34399
625.0,65.60200
630.0,65.05199
635.0,65.12600
640.0,65.74399
645.0,66.62400
650.0,68.10999
655.0,67.64000
660.0,69.50600
665.0,68.43599
670.0,71.17600
675.0,68.19199
680.0,60.23399
685.0,59.58199
690.0,60.49400
695.0,62.63400
700.0,67.76999
705.0,68.34000
710.0,63.26399
715.0,61.24600
720.0,62.64800
725.0,64.64600
730.0,71.17199
735.0,71.97599
740.0,67.05400
745.0,64.44200
750.0,63.69599
755.0,59.73000
760.0,60.17600
765.0,58.76399
770.0,59.57000
775.0,57.66199
780.0,60.73076
